okay and on .. on the weekends what do you do on a weekend?	تمام و ف .. في اجازات أخر الاسبوع بتعملي ايه يوم اجازة؟	okay و ف .. في ال weekends بتعملي ايه يوم اجازة؟
otherwise, if i am here in egypt, i guess since that there is a great diversity in schools such as the experimental, international, national and the elite schools	غير كدا لو أنا هنا في مصر أعتقد أنه بما ان في تنوع كبيرة أوي في المدارس ما بين التجريبي و الدولي و القومي و و المدارس الراقية	otherwise لو أنا هنا في مصر i guess since ان في diversity كبيرة أوي في المدارس ما بين التجريبي و ال international و ال national و و ال elite schools
it's really very diverse and very difficult	يعني الموضوع فعلا متنوع جدا و صعب جدا	يعني الموضوع فعلا very diverse و very difficult
it's a very difficult choice	ده اختيار صعب جدا	it's a very difficult choice
so i guess personally that i choose the french schools for girls i guess	ف أعتقد انا شخصيا ممكن أختار يعني مدارس الفرنساوي للبنات أعتقد	ف i guess انا شخصيا ممكن أختار يعني مدارس ال french للبنات i guess
based on my personal experience, some of friends in my class are actually graduates of french and i felt that their education level, their level of education is really good and very satisfying at least	عن تجربة شخصية أنا في ناس في دفعتي بصراحة خارجين مدارس فرنساوي و حاسس أن التعليم بتاعهم مستوى مستوى التعليم بتاعهم كان حلو أوي و كان مرضي جدا يعني على الأقل	عن تجربة شخصية أنا في ناس في دفعتي actually خارجين مدارس french و حاسس أن ال education بتاعهم level مستوى ال education بتاعهم كان حلو أوي و كان satisfying جدا يعني at least
so based on that based on my previous experience and what i noticed from my friends, i think that such schools will be most suited for my kids, i guess.	ف  بناء على ده بناء على خبرتي السابقة خبرة يعني اللي أنا شفته من زمايلي دول أعتقد اه ان مدارس زي دي هتبقى انسب حاجة لولادي اعتقد.	ف based on that based on my previous experience يعني اللي أنا شفته من زمايلي دول i think اه ان مدارس زي دي will be most suited to my kids i guess.
well, i'm guessing or actually i'm not guessing that being a ta is not my dream job	طيب أنا بتهيألي ال او الحقيقة أنا مش بتهيألي هو اني ابقى مدرس مساعد دي مش الوظيفة اللي بحلم بيها	well i'm guessing ال او actually i'm not guessing هو being a ta is not my dream job
i don't believe that it's anyone's dream job	معتقدش انها وظيفة الأحلام لأي شخص	it's i don't believe انه it's anyone’s dream job
i personally try to acquire a position in an r and d.	أنا شخصيًا بحاول اخد منصب في البحث والتطوير	أنا personally بحاول ا acquire a position في an r and d
but the problem is on the r and d position i mean that the r and d requires the academia	بس هي مشكلة منصب في البحث والتطوير ان يعني البحث والتطوير محتاج الشغل الأكاديمي	بس هي مشكلة ال r and d position ان يعني ال r and d محتاج ال academia
and i don't like the academia	و أنا مابحبش المجال الأكاديمي	و أنا مابحبش ال academia
but it's a temporary state and it is a requirement	بس ده وضع مؤقت وده شئ مطلوب	بس it’s a temporary state and it is a requirement
so i'm trying to pass through this phase so that i can move on to an r and d for example it could be a corporate or it could be a research center institute.	ف أنا بحاول أعدي من المرحلة ديه عشان أقدر ا أنتقل للبحث والتطوير مثلا يكون في شركة او يكون في مركز الأبحاث	ف i'm trying to pass through this phase عشان أقدر ا move on to an r and d مثلا يكون في corporate او يكون في research center institute
it shouldn't be related to the academia	مايكنش حاجة ليها علاقة بالمجال الأكاديمي يعني	مايكنش حاجة related بال academia يعني
and the internships that i attended as i have attended an internship before in an oil company	و التدريب أنا عملت قبل كده تدريب في شركة بترول	و ال internships أنا عملت قبل كده internship في شركة بترول
i used to work with the network administrator	كنت شغال مع مدير الشبكة	كنت شغال مع ال network administrator
we used to try to set up sort of a network because they are ip cams it should all log in on the server so the owner of the company that lived in the us and he wanted to log in to see what's going in his company through his ipad so it was interesting	كنا بنحاول نؤسس نوع من الشبكة كده عشان اللي هي كاميرات المعرف الرقمي تبقى كلها داخلة على الجهاز المركزي للشبكة  فصاحب الشركة مع ان هو عايش في الولايات المتحدة عاوز يقدر يدخل و يتفرج على الشركة من هو قاعد هناك بالإيباد بتاعه، ف ده شئ ممتع	كنا بنحاول ن set up sort of a network كده عشان اللي هي ip cams تبقى كلها log in on the server فصاحب الشركة مع ان هو عايش في ال us عاوز يقدر ي log in و يتفرج على الشركة من هو قاعد هناك بال ipad بتاعه، ف that was interesting
actually, i acquired a lot of knowledge about the networks in general based on this project.	اكتسبت معرفة كبيرة يعني عن الشبكات بشكل عام من المشروع ده	i acquired a lot of knowledge يعني عن ال networks بشكل عام من ال project ده
so this that was one interesting internship, honestly	ف ده كان تدريب شيق جدا الصراحة	ف that was one interesting internship الصراحة
actually, this actually from the little internships that i was forced to work on on my own and to deal with a lot of people	يعني دي بصراحة من التدريبات القليلة اللي اضطريت اشتغل فيها بإيدي و اتعامل مع ناس كتير	يعني دي actually م ال internships القلياة اللي اضطريت اشتغل فيها بإيدي و اتعامل مع ناس كتير
